system   D            wsystem.c:585  maybe_parent_dir                 [   0.00131] Also searching C:\Users\Student\Desktop\src\Demo Projects\EscapeTheMaze\
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.35971] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.36129] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.36133] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.36310] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.36315] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.36484] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.36488] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.36645] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.36649] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.36819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.36823] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.36992] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.36997] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.37168] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.37173] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.37384] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.37391] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.37625] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.37630] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.37790] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.37794] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.37987] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.37992] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.38162] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.38166] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.38323] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.38328] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.38494] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.38499] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.38667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.38672] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.38831] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.38837] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.39046] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.39057] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.39292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.39298] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.39461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.39466] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.39658] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.39663] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.39833] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.39838] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.39999] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.40004] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.40172] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.40177] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.40342] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.40348] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.40512] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.40517] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.40733] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.40743] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.40974] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.40980] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.41145] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.41150] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.41350] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.41356] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.41517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.41521] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.41679] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.41684] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.41852] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.41857] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.42028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.42035] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.42205] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.42211] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.42426] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.42436] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.42675] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.42679] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.42845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.42850] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.43042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.43047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.43210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.43215] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.43377] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.43382] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.43549] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.43554] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.43721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.43726] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.43904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.43908] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.44127] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.44135] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.44355] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.44361] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.44523] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.44529] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.44728] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.44733] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.44908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.44913] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.45088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.45093] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.45261] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.45266] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.45433] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.45438] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.45606] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.45611] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.45838] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.45845] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.46069] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.46073] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.46239] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.46257] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.46431] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.46436] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.46596] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.46601] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.46763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.46768] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.46933] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.46938] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.47101] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.47106] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.47279] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.47284] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.47503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.47512] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.47737] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.47742] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.47920] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.47931] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.48107] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.48112] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.48272] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.48277] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.48448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.48453] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.48613] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.48618] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.48789] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.48793] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.48954] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.48959] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.49167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.49176] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.49405] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.49410] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.49596] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.49612] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.49781] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.49785] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.49956] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.49960] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.50119] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.50123] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.50309] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.50314] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.50480] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.50485] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.50646] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.50651] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.50861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.50869] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.51094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.51098] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.51268] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.51278] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.51457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.51462] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.51638] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.51643] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.51811] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.51816] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.51978] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.51983] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.52156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.52162] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.52336] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.52341] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.52563] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.52571] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.52793] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.52799] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.53013] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.53017] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.53190] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.53195] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.53370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.53375] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.53539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.53545] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.53704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.53709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.53878] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.53883] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.54057] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.54062] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.54301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.54308] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.54540] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.54545] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.54745] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.54753] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.54918] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.54922] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.55097] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.55102] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.55272] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.55277] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.55455] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.55460] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   2.55623] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   2.55627] _al_d3d_sync_bitmap (video) ref count == 1
